Council,Councilname,Organisation,Year,Grant Category,NumberofApplications,NumberofAwards,AwardRate,AmountApplied,AmountAwarded,AwardRateValue,latitude,longitude
AHRC,Arts and Humanities,Newcastle University,2015-16,Research and Innovation Grant,13,5,38,2734,1099,40,54.98032,-1.615713
AHRC,Arts and Humanities,Newcastle University,2016-17,Research and Innovation Grant,21,8,38,6712,3739,56,54.98032,-1.615713
AHRC,Arts and Humanities,Newcastle University,2017-18,Research and Innovation Grant,27,5,19,10718,1214,11,54.98032,-1.615713
AHRC,Arts and Humanities,Newcastle University,2018-19,Research and Innovation Grant,17,8,47,11733,2755,23,54.98032,-1.615713
AHRC,Arts and Humanities,Newcastle University,2019-20,Research and Innovation Grant,14,10,71,4114,3308,80,54.98032,-1.615713
AHRC,Arts and Humanities,Newman University,2015-16,Fellowship,1,0,0,98,0,0,52.434122,-1.995028
AHRC,Arts and Humanities,Newman University,2018-19,Fellowship,1,0,0,142,0,0,52.434122,-1.995028
AHRC,Arts and Humanities,Oxford Brookes University,2015-16,Fellowship,1,0,0,107,0,0,51.75438,-1.2232
AHRC,Arts and Humanities,Oxford Brookes University,2015-16,Research and Innovation Grant,4,1,25,408,25,6,51.75438,-1.2232
AHRC,Arts and Humanities,Oxford Brookes University,2016-17,Research and Innovation Grant,5,2,40,218,118,54,51.75438,-1.2232
AHRC,Arts and Humanities,Oxford Brookes University,2017-18,Research and Innovation Grant,6,1,17,6364,707,11,51.75438,-1.2232
AHRC,Arts and Humanities,Oxford Brookes University,2018-19,Research and Innovation Grant,3,1,33,446,202,45,51.75438,-1.2232
AHRC,Arts and Humanities,Oxford Brookes University,2019-20,Research and Innovation Grant,3,1,33,841,43,5,51.75438,-1.2232
AHRC,Arts and Humanities,"Queen Margaret University, Edinburgh",2018-19,Research and Innovation Grant,1,0,0,23,0,0,55.931281,-3.073057
AHRC,Arts and Humanities,"Queen Margaret University, Edinburgh",2019-20,Research and Innovation Grant,2,0,0,52,0,0,55.931281,-3.073057
AHRC,Arts and Humanities,Queen Mary University of London,2015-16,Fellowship,2,1,50,328,165,50,51.524636,-0.04071
AHRC,Arts and Humanities,Queen Mary University of London,2016-17,Fellowship,2,0,0,346,0,0,51.524636,-0.04071
AHRC,Arts and Humanities,Queen Mary University of London,2017-18,Fellowship,2,0,0,276,0,0,51.524636,-0.04071
AHRC,Arts and Humanities,Queen Mary University of London,2018-19,Fellowship,6,3,50,1024,520,51,51.524636,-0.04071
AHRC,Arts and Humanities,Queen Mary University of London,2019-20,Fellowship,4,2,50,754,403,53,51.524636,-0.04071
AHRC,Arts and Humanities,Queen Mary University of London,2015-16,Research and Innovation Grant,11,4,36,679,421,62,51.524636,-0.04071
AHRC,Arts and Humanities,Queen Mary University of London,2016-17,Research and Innovation Grant,8,4,50,1359,438,32,51.524636,-0.04071
AHRC,Arts and Humanities,Queen Mary University of London,2017-18,Research and Innovation Grant,12,4,33,2736,395,14,51.524636,-0.04071
AHRC,Arts and Humanities,Queen Mary University of London,2018-19,Research and Innovation Grant,14,4,29,10730,588,5,51.524636,-0.04071
AHRC,Arts and Humanities,Queen Mary University of London,2019-20,Research and Innovation Grant,13,4,31,3610,792,22,51.524636,-0.04071
AHRC,Arts and Humanities,Roehampton University,2018-19,Fellowship,1,0,0,94,0,0,51.455585,-0.247673
AHRC,Arts and Humanities,Roehampton University,2019-20,Fellowship,3,0,0,440,0,0,51.455585,-0.247673
AHRC,Arts and Humanities,Roehampton University,2015-16,Research and Innovation Grant,2,2,100,212,214,101,51.455585,-0.247673
AHRC,Arts and Humanities,Roehampton University,2016-17,Research and Innovation Grant,3,0,0,1046,0,0,51.455585,-0.247673
AHRC,Arts and Humanities,Roehampton University,2017-18,Research and Innovation Grant,2,0,0,841,0,0,51.455585,-0.247673
AHRC,Arts and Humanities,Roehampton University,2018-19,Research and Innovation Grant,4,1,25,1394,81,6,51.455585,-0.247673
AHRC,Arts and Humanities,Roehampton University,2019-20,Research and Innovation Grant,4,1,25,380,285,75,51.455585,-0.247673
AHRC,Arts and Humanities,Royal Academy of Music,2017-18,Research and Innovation Grant,2,0,0,1191,0,0,51.523497,-0.1517
AHRC,Arts and Humanities,Royal Academy of Music,2019-20,Research and Innovation Grant,2,0,0,1373,0,0,51.523497,-0.1517
AHRC,Arts and Humanities,Royal College of Art,2015-16,Fellowship,1,0,0,199,0,0,51.501354,-0.178473
AHRC,Arts and Humanities,Royal College of Art,2018-19,Fellowship,1,0,0,197,0,0,51.501354,-0.178473
AHRC,Arts and Humanities,Royal College of Art,2015-16,Research and Innovation Grant,6,0,0,1125,0,0,51.501354,-0.178473
AHRC,Arts and Humanities,Royal College of Art,2016-17,Research and Innovation Grant,3,1,33,636,145,23,51.501354,-0.178473
AHRC,Arts and Humanities,Royal College of Art,2017-18,Research and Innovation Grant,6,1,17,580,226,39,51.501354,-0.178473
AHRC,Arts and Humanities,Royal College of Art,2018-19,Research and Innovation Grant,4,1,25,1226,30,2,51.501354,-0.178473
AHRC,Arts and Humanities,Royal College of Art,2019-20,Research and Innovation Grant,2,0,0,792,0,0,51.501354,-0.178473
AHRC,Arts and Humanities,Royal College of Music,2018-19,Fellowship,1,0,0,48,0,0,51.499279,-0.176913
AHRC,Arts and Humanities,Royal College of Music,2016-17,Research and Innovation Grant,4,2,50,1664,845,51,51.499279,-0.176913
AHRC,Arts and Humanities,Royal College of Music,2019-20,Research and Innovation Grant,2,2,100,817,826,101,51.499279,-0.176913
AHRC,Arts and Humanities,Royal Conservatoire of Scotland,2019-20,Fellowship,1,1,100,200,202,101,55.865813,-4.257595
AHRC,Arts and Humanities,Royal Conservatoire of Scotland,2015-16,Research and Innovation Grant,1,1,100,16,16,100,55.865813,-4.257595
AHRC,Arts and Humanities,Royal Conservatoire of Scotland,2016-17,Research and Innovation Grant,1,0,0,24,0,0,55.865813,-4.257595
AHRC,Arts and Humanities,Royal Conservatoire of Scotland,2017-18,Research and Innovation Grant,1,1,100,24,24,101,55.865813,-4.257595
AHRC,Arts and Humanities,Royal Holloway and Bedford New College,2015-16,Fellowship,2,1,50,334,200,60,51.424814,-0.566745
AHRC,Arts and Humanities,Royal Holloway and Bedford New College,2016-17,Fellowship,2,1,50,258,126,49,51.424814,-0.566745
AHRC,Arts and Humanities,Royal Holloway and Bedford New College,2017-18,Fellowship,2,1,50,361,163,45,51.424814,-0.566745
AHRC,Arts and Humanities,Royal Holloway and Bedford New College,2018-19,Fellowship,2,1,50,398,200,50,51.424814,-0.566745
AHRC,Arts and Humanities,Royal Holloway and Bedford New College,2019-20,Fellowship,1,0,0,151,0,0,51.424814,-0.566745
AHRC,Arts and Humanities,Royal Holloway and Bedford New College,2015-16,Research and Innovation Grant,4,2,50,719,420,58,51.424814,-0.566745
AHRC,Arts and Humanities,Royal Holloway and Bedford New College,2016-17,Research and Innovation Grant,11,3,27,5589,2244,40,51.424814,-0.566745
AHRC,Arts and Humanities,Royal Holloway and Bedford New College,2017-18,Research and Innovation Grant,10,3,30,2930,1008,34,51.424814,-0.566745
AHRC,Arts and Humanities,Royal Holloway and Bedford New College,2018-19,Research and Innovation Grant,8,4,50,5141,5958,116,51.424814,-0.566745
AHRC,Arts and Humanities,Royal Holloway and Bedford New College,2019-20,Research and Innovation Grant,4,1,25,542,24,5,51.424814,-0.566745
AHRC,Arts and Humanities,Royal Northern College of Music,2016-17,Fellowship,1,0,0,126,0,0,53.468557,-2.236963
AHRC,Arts and Humanities,Royal Northern College of Music,2016-17,Research and Innovation Grant,1,0,0,386,0,0,53.468557,-2.236963
AHRC,Arts and Humanities,Royal Northern College of Music,2017-18,Research and Innovation Grant,1,0,0,27,0,0,53.468557,-2.236963
AHRC,Arts and Humanities,Royal Northern College of Music,2018-19,Research and Innovation Grant,1,0,0,48,0,0,53.468557,-2.236963
AHRC,Arts and Humanities,Sheffield Hallam University,2016-17,Research and Innovation Grant,4,2,50,221,107,48,53.379194,-1.465255
AHRC,Arts and Humanities,Sheffield Hallam University,2017-18,Research and Innovation Grant,7,0,0,1211,0,0,53.379194,-1.465255
AHRC,Arts and Humanities,Sheffield Hallam University,2019-20,Research and Innovation Grant,3,2,67,664,166,25,53.379194,-1.465255
AHRC,Arts and Humanities,"St Mary's University, Twickenham",2015-16,Research and Innovation Grant,1,0,0,35,0,0,51.436152,-0.335907
AHRC,Arts and Humanities,Staffordshire University,2015-16,Research and Innovation Grant,1,0,0,69,0,0,52.812975,-2.081855
AHRC,Arts and Humanities,Swansea University,2017-18,Fellowship,1,0,0,141,0,0,51.609627,-3.980616
AHRC,Arts and Humanities,Swansea University,2018-19,Fellowship,1,1,100,180,182,101,51.609627,-3.980616
AHRC,Arts and Humanities,Swansea University,2019-20,Fellowship,1,0,0,196,0,0,51.609627,-3.980616
AHRC,Arts and Humanities,Swansea University,2015-16,Research and Innovation Grant,2,0,0,1262,0,0,51.609627,-3.980616
AHRC,Arts and Humanities,Swansea University,2016-17,Research and Innovation Grant,3,0,0,1043,0,0,51.609627,-3.980616
AHRC,Arts and Humanities,Swansea University,2017-18,Research and Innovation Grant,5,0,0,1422,0,0,51.609627,-3.980616
AHRC,Arts and Humanities,Swansea University,2018-19,Research and Innovation Grant,1,0,0,240,0,0,51.609627,-3.980616
AHRC,Arts and Humanities,Swansea University,2019-20,Research and Innovation Grant,3,0,0,1606,0,0,51.609627,-3.980616
AHRC,Arts and Humanities,Teesside University,2018-19,Fellowship,1,0,0,106,0,0,54.572076,-1.234694
AHRC,Arts and Humanities,Teesside University,2017-18,Research and Innovation Grant,1,0,0,44,0,0,54.572076,-1.234694
AHRC,Arts and Humanities,Teesside University,2019-20,Research and Innovation Grant,1,0,0,319,0,0,54.572076,-1.234694
AHRC,Arts and Humanities,The Arts University Bournemouth,2018-19,Research and Innovation Grant,1,1,100,24,24,101,50.74137,-1.898107
AHRC,Arts and Humanities,The Manchester Metropolitan University,2015-16,Fellowship,1,0,0,141,0,0,53.470917,-2.239115
AHRC,Arts and Humanities,The Manchester Metropolitan University,2017-18,Fellowship,1,0,0,179,0,0,53.470917,-2.239115
AHRC,Arts and Humanities,The Manchester Metropolitan University,2018-19,Fellowship,1,0,0,196,0,0,53.470917,-2.239115
AHRC,Arts and Humanities,The Manchester Metropolitan University,2015-16,Research and Innovation Grant,4,1,25,295,12,4,53.470917,-2.239115
AHRC,Arts and Humanities,The Manchester Metropolitan University,2016-17,Research and Innovation Grant,9,3,33,1492,661,44,53.470917,-2.239115
AHRC,Arts and Humanities,The Manchester Metropolitan University,2017-18,Research and Innovation Grant,11,4,36,1087,430,40,53.470917,-2.239115
AHRC,Arts and Humanities,The Manchester Metropolitan University,2018-19,Research and Innovation Grant,4,2,50,6783,606,9,53.470917,-2.239115
AHRC,Arts and Humanities,The Manchester Metropolitan University,2019-20,Research and Innovation Grant,5,3,60,366,149,41,53.470917,-2.239115
AHRC,Arts and Humanities,The National Film and Television School,2018-19,Research and Innovation Grant,1,1,100,4826,4826,100,51.604752,-0.638385
AHRC,Arts and Humanities,The Nottingham Trent University,2017-18,Fellowship,1,1,100,186,188,101,52.956436,-1.152077
AHRC,Arts and Humanities,The Nottingham Trent University,2018-19,Fellowship,3,1,33,505,179,35,52.956436,-1.152077
AHRC,Arts and Humanities,The Nottingham Trent University,2019-20,Fellowship,1,0,0,195,0,0,52.956436,-1.152077
AHRC,Arts and Humanities,The Nottingham Trent University,2015-16,Research and Innovation Grant,1,0,0,531,0,0,52.956436,-1.152077
AHRC,Arts and Humanities,The Nottingham Trent University,2016-17,Research and Innovation Grant,5,0,0,470,0,0,52.956436,-1.152077
AHRC,Arts and Humanities,The Nottingham Trent University,2017-18,Research and Innovation Grant,4,1,25,169,32,19,52.956436,-1.152077
AHRC,Arts and Humanities,The Nottingham Trent University,2018-19,Research and Innovation Grant,1,1,100,228,231,101,52.956436,-1.152077
AHRC,Arts and Humanities,The Nottingham Trent University,2019-20,Research and Innovation Grant,8,5,63,2291,327,14,52.956436,-1.152077
AHRC,Arts and Humanities,The Open University,2015-16,Fellowship,1,0,0,173,0,0,52.024914,-0.709747
AHRC,Arts and Humanities,The Open University,2015-16,Research and Innovation Grant,8,3,38,2327,903,39,52.024914,-0.709747
AHRC,Arts and Humanities,The Open University,2016-17,Research and Innovation Grant,4,1,25,1760,506,29,52.024914,-0.709747
AHRC,Arts and Humanities,The Open University,2017-18,Research and Innovation Grant,9,5,56,1393,704,51,52.024914,-0.709747
AHRC,Arts and Humanities,The Open University,2018-19,Research and Innovation Grant,4,1,25,1280,52,4,52.024914,-0.709747
AHRC,Arts and Humanities,The Open University,2019-20,Research and Innovation Grant,12,6,50,4850,2593,53,52.024914,-0.709747
AHRC,Arts and Humanities,The Robert Gordon University,2015-16,Research and Innovation Grant,2,1,50,326,80,25,57.118344,-2.14474
AHRC,Arts and Humanities,The Robert Gordon University,2017-18,Research and Innovation Grant,4,0,0,537,0,0,57.118344,-2.14474
AHRC,Arts and Humanities,The Robert Gordon University,2018-19,Research and Innovation Grant,7,0,0,2174,0,0,57.118344,-2.14474
AHRC,Arts and Humanities,The Robert Gordon University,2019-20,Research and Innovation Grant,4,1,25,1093,410,38,57.118344,-2.14474
AHRC,Arts and Humanities,The Royal Central School of Speech and Drama,2019-20,Fellowship,1,1,100,200,202,101,51.544325,-0.174205
AHRC,Arts and Humanities,The Royal Central School of Speech and Drama,2015-16,Research and Innovation Grant,1,1,100,77,77,100,51.544325,-0.174205
AHRC,Arts and Humanities,The Royal Central School of Speech and Drama,2016-17,Research and Innovation Grant,1,1,100,24,24,101,51.544325,-0.174205
AHRC,Arts and Humanities,The Royal Central School of Speech and Drama,2018-19,Research and Innovation Grant,3,2,67,639,612,96,51.544325,-0.174205
AHRC,Arts and Humanities,The University of Aberdeen,2015-16,Fellowship,1,0,0,131,0,0,57.165019,-2.099122
AHRC,Arts and Humanities,The University of Aberdeen,2016-17,Fellowship,1,0,0,164,0,0,57.165019,-2.099122
AHRC,Arts and Humanities,The University of Aberdeen,2017-18,Fellowship,2,1,50,342,143,42,57.165019,-2.099122
AHRC,Arts and Humanities,The University of Aberdeen,2015-16,Research and Innovation Grant,4,3,75,186,151,81,57.165019,-2.099122
AHRC,Arts and Humanities,The University of Aberdeen,2016-17,Research and Innovation Grant,6,2,33,1524,144,9,57.165019,-2.099122
AHRC,Arts and Humanities,The University of Aberdeen,2017-18,Research and Innovation Grant,6,0,0,3064,0,0,57.165019,-2.099122
AHRC,Arts and Humanities,The University of Aberdeen,2018-19,Research and Innovation Grant,3,1,33,106,27,25,57.165019,-2.099122
AHRC,Arts and Humanities,The University of Aberdeen,2019-20,Research and Innovation Grant,5,2,40,563,321,57,57.165019,-2.099122
AHRC,Arts and Humanities,The University of Bath,2018-19,Fellowship,1,0,0,164,0,0,51.380441,-2.330673
AHRC,Arts and Humanities,The University of Bath,2015-16,Research and Innovation Grant,1,1,100,80,79,99,51.380441,-2.330673
AHRC,Arts and Humanities,The University of Bath,2016-17,Research and Innovation Grant,4,1,25,797,81,10,51.380441,-2.330673
AHRC,Arts and Humanities,The University of Bath,2017-18,Research and Innovation Grant,3,0,0,862,0,0,51.380441,-2.330673
AHRC,Arts and Humanities,The University of Bath,2018-19,Research and Innovation Grant,3,1,33,1044,51,5,51.380441,-2.330673
AHRC,Arts and Humanities,The University of Bath,2019-20,Research and Innovation Grant,5,3,60,2110,2065,98,51.380441,-2.330673
AHRC,Arts and Humanities,The University of Birmingham,2015-16,Fellowship,8,2,25,1239,307,25,52.451408,-1.930047
AHRC,Arts and Humanities,The University of Birmingham,2016-17,Fellowship,1,0,0,200,0,0,52.451408,-1.930047
AHRC,Arts and Humanities,The University of Birmingham,2017-18,Fellowship,2,1,50,377,181,48,52.451408,-1.930047
AHRC,Arts and Humanities,The University of Birmingham,2018-19,Fellowship,10,2,20,1936,327,17,52.451408,-1.930047
AHRC,Arts and Humanities,The University of Birmingham,2019-20,Fellowship,5,3,60,942,563,60,52.451408,-1.930047
AHRC,Arts and Humanities,The University of Birmingham,2015-16,Research and Innovation Grant,18,7,39,5940,1008,17,52.451408,-1.930047
AHRC,Arts and Humanities,The University of Birmingham,2016-17,Research and Innovation Grant,23,13,57,5645,2911,52,52.451408,-1.930047
AHRC,Arts and Humanities,The University of Birmingham,2017-18,Research and Innovation Grant,13,7,54,1837,712,39,52.451408,-1.930047
AHRC,Arts and Humanities,The University of Birmingham,2018-19,Research and Innovation Grant,14,3,21,3558,206,6,52.451408,-1.930047
AHRC,Arts and Humanities,The University of Birmingham,2019-20,Research and Innovation Grant,32,9,28,12334,4691,38,52.451408,-1.930047
AHRC,Arts and Humanities,The University of Bradford,2015-16,Research and Innovation Grant,1,1,100,196,196,100,53.791242,-1.766231
AHRC,Arts and Humanities,The University of Bradford,2016-17,Research and Innovation Grant,4,1,25,1174,206,18,53.791242,-1.766231
AHRC,Arts and Humanities,The University of Bradford,2017-18,Research and Innovation Grant,2,2,100,129,202,157,53.791242,-1.766231
AHRC,Arts and Humanities,The University of Bradford,2018-19,Research and Innovation Grant,5,3,60,450,255,57,53.791242,-1.766231
AHRC,Arts and Humanities,The University of Bradford,2019-20,Research and Innovation Grant,1,0,0,35,0,0,53.791242,-1.766231
AHRC,Arts and Humanities,The University of Brighton,2015-16,Fellowship,1,0,0,194,0,0,50.842454,-0.11917
AHRC,Arts and Humanities,The University of Brighton,2016-17,Fellowship,2,0,0,342,0,0,50.842454,-0.11917
